45.171	46.754	46.832	46.539	50.603	50.596	47.075	44.566	50.612	47.937	NA	47.740	48.873	50.642	50.465	50.969	49.493	49.797	50.703	50.997	48.742	50.604	50.998	49.755	131.066	139.842	134.909	136.600	129.564	128.936	131.464	134.933	129.449	136.404	140.843	137.478	138.235	135.425	139.934	136.115	139.635	134.872	140.480	135.056	135.570	135.073	132.412	44.566	
48.254	50.260	46.764	48.596	47.654	50.388	45.648	49.650	47.252	50.979	46.690	NA	49.506	48.228	50.994	47.857	50.571	47.056	51.012	48.105	47.933	48.430	51.001	45.304	134.700	139.900	131.508	138.013	135.168	139.091	131.447	140.747	134.567	140.381	129.110	136.107	133.227	138.368	132.290	137.055	134.561	139.723	131.928	138.416	133.149	140.621	131.964	50.698	
49.432	47.301	50.910	46.342	50.958	50.730	50.614	47.850	47.912	48.695	46.175	46.699	NA	51.006	46.513	48.392	44.988	45.797	45.672	48.604	46.321	44.590	44.562	46.839	139.413	139.864	140.808	147.014	140.088	139.631	140.844	147.421	139.847	138.702	140.761	151.387	138.992	138.866	141.121	148.592	139.012	138.261	140.563	148.261	140.034	138.698	140.648	49.387	
49.110	47.161	47.198	48.278	50.999	47.115	47.322	51.006	47.127	51.009	49.876	48.312	46.819	NA	50.996	43.912	46.496	46.714	50.595	45.411	47.093	46.667	47.386	47.263	151.788	136.093	148.517	135.655	151.714	136.105	144.145	132.725	150.870	142.400	149.555	136.996	150.589	141.060	146.837	135.887	150.458	139.381	147.392	134.230	150.219	133.053	133.668	50.741	
51.009	50.829	50.992	49.034	50.709	47.975	50.810	47.849	50.507	47.162	50.267	50.996	46.382	46.634	NA	46.836	50.933	45.785	46.812	51.007	51.003	48.178	45.731	46.072	144.704	132.484	144.592	149.742	135.912	150.680	135.662	138.651	151.064	158.289	140.828	139.739	149.517	142.092	143.747	139.762	141.761	135.766	149.730	138.539	135.556	135.527	138.606	48.133	
49.506	51.002	50.606	50.700	48.823	50.729	49.865	50.994	47.458	51.011	50.109	47.602	43.823	50.981	48.993	NA	51.005	46.433	50.996	45.495	45.694	50.672	50.986	45.462	136.368	138.675	141.162	138.571	133.697	138.441	140.803	137.716	135.343	139.550	140.724	140.831	138.076	139.884	145.304	141.206	137.612	140.972	145.582	140.076	138.733	141.064	143.513	51.014	
48.301	46.324	50.620	47.579	48.088	46.716	50.996	47.916	47.655	45.959	50.992	47.752	44.426	43.637	50.389	44.307	NA	46.377	44.237	48.569	45.755	44.491	43.270	45.723	143.286	146.702	143.926	150.654	131.884	138.552	137.868	151.966	132.072	137.257	133.033	140.692	149.980	137.391	136.760	137.422	138.128	140.183	137.141	137.890	137.468	139.842	137.842	50.718	
51.011	50.365	49.936	48.658	50.994	50.423	49.197	49.409	50.604	50.033	48.969	48.421	45.583	44.952	46.946	47.668	50.236	NA	45.981	47.832	45.785	44.918	46.625	47.939	138.666	149.313	153.065	140.954	148.478	148.659	141.639	137.950	131.933	139.569	152.353	133.990	141.540	138.852	137.513	136.721	137.496	141.624	138.101	137.326	138.173	141.372	138.659	48.922	
51.004	49.710	47.404	43.830	50.997	49.792	46.662	46.534	51.000	50.406	47.234	44.659	51.025	46.066	42.818	50.708	44.802	48.813	NA	43.715	47.577	45.969	47.325	43.835	132.917	150.573	137.576	141.672	132.673	150.657	138.322	140.068	138.571	139.155	149.923	144.305	137.411	138.533	148.004	145.520	136.843	142.168	145.282	137.698	147.629	137.985	144.414	49.238	
49.710	47.300	46.072	47.178	49.281	50.995	46.638	49.270	49.112	48.364	48.462	48.664	45.011	50.344	47.552	42.155	43.837	47.039	46.683	NA	45.335	45.649	51.008	50.232	149.651	138.297	142.504	147.684	144.176	137.831	143.348	149.496	143.376	137.335	137.455	136.622	140.940	143.717	136.953	137.441	139.740	142.827	137.481	138.045	142.631	142.840	138.090	50.489	
50.833	47.081	50.994	47.174	50.964	47.331	50.028	50.994	50.994	50.999	48.378	50.944	47.306	47.309	50.677	49.825	47.015	48.215	46.977	50.996	NA	46.632	46.832	47.088	147.932	145.425	150.806	131.618	141.166	145.003	135.376	151.675	135.755	144.959	132.396	147.683	149.539	135.436	142.875	143.081	132.122	138.946	145.266	141.954	132.440	139.618	142.981	51.089	
49.326	48.637	46.600	50.804	48.786	48.038	46.221	50.606	48.619	50.421	50.808	50.667	50.620	47.174	49.684	48.240	50.225	50.183	48.088	48.500	46.866	NA	44.067	48.565	149.616	156.801	151.765	153.221	149.254	157.509	151.244	152.229	148.399	158.594	151.309	151.018	145.586	158.473	150.375	150.832	144.454	158.042	150.685	151.365	143.653	159.292	150.831	50.798	
49.563	46.953	50.991	47.187	50.293	47.046	46.670	49.949	48.943	48.170	50.999	48.424	44.829	44.593	47.638	48.761	50.898	47.336	45.192	51.003	48.394	50.698	NA	46.078	139.236	139.886	142.281	139.674	138.293	139.373	142.064	140.276	138.773	140.503	141.832	136.997	137.796	140.836	141.394	135.885	138.093	142.090	142.214	137.805	138.518	143.035	142.623	50.462	
49.778	50.211	50.488	47.351	49.375	50.623	50.531	49.747	49.420	50.805	50.615	47.956	45.294	45.790	50.368	46.847	47.153	47.734	50.835	47.346	47.446	45.676	46.983	NA	141.628	131.471	139.914	149.786	142.298	131.595	139.628	150.086	140.663	143.071	133.564	143.052	141.998	141.242	136.234	142.786	141.576	140.884	152.110	150.058	140.547	135.139	140.288	50.929	
131.845	137.678	138.528	138.345	132.697	137.508	139.011	140.912	131.976	136.633	140.267	138.634	129.762	135.140	138.482	137.893	129.453	135.892	137.558	138.315	129.663	135.711	137.534	138.065	NA	45.166	47.180	50.968	48.677	44.255	47.068	50.264	47.982	45.936	44.364	51.001	48.394	46.554	47.784	50.989	47.825	47.549	46.983	51.003	47.733	48.032	47.289	140.203	
141.765	134.905	133.512	131.854	140.847	135.459	133.915	132.272	140.726	132.954	136.046	132.173	141.594	131.652	133.931	131.748	131.051	130.235	137.801	131.326	130.071	132.069	138.427	131.168	45.167	NA	47.163	47.532	44.944	45.861	47.260	50.764	46.634	50.611	45.314	74.295	48.589	50.982	48.827	50.639	47.215	50.590	47.493	50.216	47.709	50.986	47.396	139.936	
127.176	139.590	132.234	137.239	127.559	139.278	141.783	129.889	127.699	137.147	143.843	130.825	130.479	134.981	141.818	133.083	130.121	136.115	140.913	132.558	128.445	135.134	140.186	131.351	50.715	46.248	NA	46.647	46.287	46.352	45.852	49.639	50.149	51.001	46.940	48.318	51.020	48.348	50.995	50.995	50.979	49.795	50.983	50.989	50.992	49.481	50.995	134.057	
138.312	127.799	140.793	130.431	138.283	127.712	140.798	127.608	137.626	129.304	140.952	129.155	134.479	131.668	139.272	131.884	137.911	133.802	135.043	133.259	135.704	133.214	136.360	133.064	47.282	46.397	46.954	NA	48.730	47.422	51.002	47.974	46.140	51.005	49.229	50.272	50.975	47.149	50.973	47.440	50.732	49.035	50.999	46.023	50.763	48.768	51.004	137.441	
131.009	142.794	137.536	129.646	130.130	142.344	137.796	127.442	130.117	141.587	138.568	128.200	129.220	138.645	137.262	131.487	128.897	140.905	135.757	131.194	130.202	138.766	135.877	129.775	43.298	50.610	47.767	50.820	NA	46.022	48.387	46.921	46.654	47.099	50.901	49.326	50.993	47.441	50.990	50.991	50.993	49.261	51.005	48.284	50.989	48.414	50.232	138.526	
126.366	131.276	138.144	135.843	126.931	130.730	138.642	136.870	126.625	130.110	139.560	135.400	129.721	130.021	137.559	133.058	129.437	131.170	137.352	133.338	126.214	129.463	137.243	134.387	45.194	43.522	50.235	47.412	46.663	NA	46.843	44.944	46.758	46.782	46.039	50.616	49.233	47.303	49.365	50.947	48.453	48.186	47.289	50.023	50.680	47.911	46.874	139.670	
127.273	134.376	134.332	128.934	127.626	134.713	134.546	126.314	127.467	133.267	136.681	128.245	131.783	132.206	135.275	130.775	131.327	132.680	132.856	130.645	128.443	132.073	132.156	129.824	48.104	50.668	50.997	51.011	50.965	46.886	NA	47.701	50.619	50.808	48.863	50.991	51.001	50.991	50.994	50.989	50.987	50.989	50.998	50.991	50.995	50.997	50.028	132.522	
142.805	135.308	127.715	125.015	142.236	134.786	127.988	123.364	141.794	133.890	130.278	124.222	138.038	132.545	128.069	128.052	138.522	133.147	127.855	127.388	140.130	132.552	127.142	125.647	51.000	44.525	46.048	46.222	51.008	44.792	48.633	NA	44.597	49.328	44.515	51.005	51.003	50.632	50.986	49.859	50.622	50.802	50.592	47.131	50.858	50.945	50.608	135.260	
132.160	129.970	139.254	128.451	131.244	132.998	130.429	128.300	131.380	133.737	128.784	128.854	134.614	134.666	131.153	131.859	134.418	132.779	131.657	131.229	133.536	134.486	131.827	129.564	46.508	50.378	49.820	46.108	44.245	50.445	50.389	44.539	NA	50.346	50.510	50.393	46.908	50.409	50.758	50.599	46.303	50.457	50.604	50.381	47.667	50.794	50.398	128.782	
130.229	138.235	132.503	132.327	129.547	138.234	132.394	131.686	130.892	138.566	132.809	131.879	132.411	138.871	132.480	132.293	132.269	137.964	132.145	132.034	132.027	139.978	132.694	131.665	46.156	47.896	50.996	47.103	45.947	48.152	51.006	47.482	50.020	NA	47.481	51.007	47.599	51.001	48.620	51.008	46.235	51.001	47.343	51.001	47.504	51.010	47.425	133.907	
131.888	143.374	131.980	129.299	131.982	142.918	132.155	128.113	131.400	141.518	134.404	128.979	131.165	138.877	132.189	131.811	131.129	140.475	132.131	131.453	131.194	138.725	131.790	129.902	45.981	49.741	49.701	50.554	45.262	50.296	50.427	44.437	44.144	47.473	NA	50.261	50.572	46.570	50.665	50.971	50.291	47.767	50.376	50.485	50.810	47.740	50.607	133.519	
139.688	144.882	140.521	136.644	144.443	135.065	146.811	138.753	136.034	150.621	145.195	134.515	140.556	141.779	135.427	137.489	150.067	148.850	140.661	138.566	143.661	137.175	157.311	136.805	50.735	47.167	50.804	46.042	50.672	49.128	45.191	47.833	47.402	46.702	48.646	NA	50.595	46.101	44.274	47.908	47.700	47.015	45.293	47.301	50.635	45.830	46.071	139.577	
136.499	141.235	146.825	151.198	139.671	141.214	147.015	151.488	139.412	140.103	148.354	151.308	138.651	138.288	147.040	150.782	138.393	139.237	145.606	150.886	139.866	137.853	144.990	151.072	51.006	50.992	50.988	48.766	50.996	47.812	46.338	49.382	48.985	50.990	50.993	42.872	NA	45.620	50.922	51.002	47.882	45.195	47.940	47.932	46.112	50.880	48.098	150.687	
138.420	134.435	132.790	141.361	139.466	134.098	136.883	138.528	137.434	149.444	142.990	149.074	137.054	147.413	135.184	138.837	138.630	135.666	137.731	140.331	150.822	135.668	150.562	136.240	50.605	50.791	46.884	45.930	48.749	50.833	47.694	50.482	50.899	50.851	50.996	47.249	47.186	NA	48.818	50.808	47.568	46.441	50.810	47.449	49.253	47.668	50.133	150.314	
137.969	141.109	148.043	148.854	138.282	141.139	148.269	149.001	137.678	140.229	147.116	149.420	137.640	139.811	149.012	149.880	136.599	140.816	150.389	149.839	136.934	141.371	150.576	148.371	48.961	50.993	49.622	45.306	47.925	50.816	49.087	48.828	48.200	50.995	48.311	48.266	51.007	47.916	NA	45.201	48.876	45.553	50.979	47.387	50.347	48.442	47.293	137.979	
132.661	144.013	149.497	139.040	132.398	143.456	149.695	138.288	145.673	141.758	148.724	136.877	142.361	138.371	149.663	136.789	143.079	140.881	150.079	136.704	144.027	138.110	150.507	137.963	50.563	50.113	49.232	47.087	49.765	49.657	49.067	49.015	50.794	47.550	48.734	44.384	49.107	47.255	44.585	NA	46.347	48.363	47.603	47.550	46.437	46.793	47.306	158.048	
140.825	138.697	136.917	144.007	141.079	138.630	137.473	143.828	140.746	140.265	138.969	144.101	140.769	141.061	138.368	146.786	139.613	141.012	138.152	146.217	139.605	143.166	137.515	145.104	50.914	50.232	47.317	46.878	50.539	48.136	50.958	50.987	50.962	48.563	50.460	48.251	46.714	46.756	46.696	50.850	NA	47.975	46.038	50.923	50.905	45.521	48.086	144.497	
136.312	138.878	135.136	136.542	148.961	139.573	135.372	137.044	149.016	138.921	137.634	137.363	138.507	149.577	138.042	142.183	138.275	148.769	137.832	142.587	136.901	139.633	137.220	137.231	49.513	50.997	50.987	50.991	48.429	50.506	47.616	49.669	47.126	51.002	47.534	44.250	51.003	45.772	50.998	46.773	48.502	NA	50.914	46.304	44.684	51.000	46.708	139.876	
145.966	143.803	137.702	138.822	145.135	143.925	137.278	141.527	144.961	142.260	137.667	139.437	141.163	143.526	137.366	137.440	137.958	151.134	138.329	138.125	139.885	137.963	149.875	138.917	49.286	51.000	50.611	47.518	49.465	50.744	50.773	49.101	48.258	50.986	50.304	48.324	49.088	50.417	46.482	48.458	46.627	45.930	NA	49.016	47.300	46.337	50.355	139.658	
129.530	141.423	131.859	139.746	154.317	137.972	147.223	139.945	144.765	138.850	138.201	136.640	150.222	134.506	132.853	137.987	151.015	138.918	139.608	141.470	138.805	140.248	147.712	142.403	49.922	50.591	51.008	51.001	50.315	50.610	50.459	50.906	47.990	51.006	50.809	46.232	48.579	46.991	47.606	50.213	46.744	50.682	47.483	NA	49.719	50.376	46.628	136.172	
136.770	133.852	132.690	147.367	136.829	132.786	133.135	148.149	137.259	138.252	152.036	139.990	149.958	149.922	137.997	139.106	156.842	141.941	146.038	138.847	144.669	135.400	149.600	150.915	50.993	50.976	48.151	50.556	50.620	50.735	47.825	50.604	50.793	50.954	48.210	45.756	47.368	47.171	48.102	47.442	47.172	44.681	46.784	47.379	NA	49.525	45.193	149.600	
138.582	132.336	142.401	141.139	137.714	149.218	140.890	138.611	135.869	133.868	143.757	136.898	138.615	136.611	142.070	135.863	138.820	138.448	139.961	139.133	146.227	137.968	139.679	138.230	50.841	49.304	49.433	50.982	49.867	47.326	50.664	50.995	46.708	50.923	50.989	45.668	46.386	46.955	51.008	47.607	47.723	50.997	50.928	46.123	50.568	NA	47.885	138.715	
137.495	150.374	150.437	150.989	138.036	150.398	150.497	152.489	137.814	149.305	149.741	151.135	138.996	148.009	149.631	150.779	138.846	148.351	150.196	150.787	137.338	147.527	150.468	150.952	51.024	48.437	46.811	50.475	50.800	47.841	50.645	50.626	47.500	46.422	47.932	47.620	44.829	50.512	51.009	47.429	50.798	45.994	47.441	48.086	47.214	45.025	NA	134.218	
15.907	47.318	45.384	50.847	46.587	50.645	45.953	46.697	45.194	49.149	45.555	50.965	50.946	51.006	46.589	51.001	50.997	50.391	47.805	50.997	50.801	51.006	46.952	50.996	133.510	139.576	122.607	133.590	133.791	139.539	122.743	136.723	133.307	139.797	122.003	132.697	132.274	137.405	134.571	131.792	139.127	132.308	124.205	134.926	140.903	132.152	123.474	NA	
